PAOC_label,SEX_label,PINCP,MARHYP,PAP
Females with own children under 6 years and 6 to 17 years,Female,0,1999,0
Females with own children under 6 years and 6 to 17 years,Female,-1400,1999,0
Females with own children 6 to 17 years only,Female,521000,2000,0
Females with own children 6 to 17 years only,Female,521000,2000,0
Females with own children 6 to 17 years only,Female,200000,2000,0
Females with own children 6 to 17 years only,Female,179000,2000,0
Females with own children 6 to 17 years only,Female,170000,2000,0
Females with own children 6 to 17 years only,Female,165000,2000,0
Females with own children 6 to 17 years only,Female,161000,2000,0
Females with own children under 6 years only,Female,160600,2000,0
Females with own children 6 to 17 years only,Female,154300,2000,0
Females with own children 6 to 17 years only,Female,150000,2000,0
Females with own children 6 to 17 years only,Female,140000,2000,0
Females with own children 6 to 17 years only,Female,136500,2000,0
Females with own children 6 to 17 years only,Female,136000,2000,0
Females with own children 6 to 17 years only,Female,130000,2000,0
Females with own children 6 to 17 years only,Female,120000,2000,0
Females with own children 6 to 17 years only,Female,120000,2000,0
Females with own children 6 to 17 years only,Female,120000,2000,0
Females with own children 6 to 17 years only,Female,120000,2000,0
Females with own children 6 to 17 years only,Female,112400,2000,0
Females with own children 6 to 17 years only,Female,111000,2000,0
Females with own children 6 to 17 years only,Female,110000,2000,0
Females with own children 6 to 17 years only,Female,110000,2000,0
Females with own children 6 to 17 years only,Female,110000,2000,0
Females with own children 6 to 17 years only,Female,110000,2000,0
Females with own children 6 to 17 years only,Female,108000,2000,0
Females with own children 6 to 17 years only,Female,105000,2000,0
Females with own children 6 to 17 years only,Female,101000,2000,0
Females with own children 6 to 17 years only,Female,100300,2000,0
Females with own children 6 to 17 years only,Female,100000,2000,0
Females with own children 6 to 17 years only,Female,100000,2000,0
Females with own children 6 to 17 years only,Female,100000,2000,0
Females with own children 6 to 17 years only,Female,99200,2000,0
Females with own children 6 to 17 years only,Female,95000,2000,0
Females with own children 6 to 17 years only,Female,95000,2000,0
Females with own children 6 to 17 years only,Female,95000,2000,0
Females with own children 6 to 17 years only,Female,94000,2000,0
Females with own children 6 to 17 years only,Female,90000,2000,0
Females with own children 6 to 17 years only,Female,90000,2000,0
Females with own children 6 to 17 years only,Female,90000,2000,0
Females with own children under 6 years and 6 to 17 years,Female,90000,2000,0
Females with own children under 6 years and 6 to 17 years,Female,88000,2000,0
Females with own children 6 to 17 years only,Female,86000,2000,0
Females with own children 6 to 17 years only,Female,82000,2000,0
Females with own children 6 to 17 years only,Female,81000,2000,0
Females with own children under 6 years and 6 to 17 years,Female,81000,2000,0
Females with own children 6 to 17 years only,Female,80000,2000,0
Females with own children 6 to 17 years only,Female,80000,2000,0
Females with own children 6 to 17 years only,Female,80000,2000,0
Females with own children 6 to 17 years only,Female,78000,2000,0
Females with own children 6 to 17 years only,Female,75000,2000,0
Females with own children 6 to 17 years only,Female,75000,2000,0
Females with own children 6 to 17 years only,Female,73500,2000,0
Females with own children 6 to 17 years only,Female,72000,2000,0
Females with own children 6 to 17 years only,Female,72000,2000,0
Females with own children 6 to 17 years only,Female,71500,2000,0
Females with own children 6 to 17 years only,Female,70000,2000,0
Females with own children 6 to 17 years only,Female,70000,2000,0
Females with own children 6 to 17 years only,Female,70000,2000,0
Females with own children 6 to 17 years only,Female,70000,2000,0
Females with own children 6 to 17 years only,Female,70000,2000,0
Females with own children 6 to 17 years only,Female,67000,2000,0
Females with own children 6 to 17 years only,Female,65000,2000,0
Females with own children 6 to 17 years only,Female,65000,2000,0
Females with own children 6 to 17 years only,Female,65000,2000,0
Females with own children 6 to 17 years only,Female,64000,2000,0
Females with own children 6 to 17 years only,Female,62000,2000,0
Females with own children under 6 years and 6 to 17 years,Female,62000,2000,0
Females with own children 6 to 17 years only,Female,61000,2000,0
Females with own children 6 to 17 years only,Female,60000,2000,0
Females with own children 6 to 17 years only,Female,60000,2000,0
Females with own children 6 to 17 years only,Female,60000,2000,0
Females with own children 6 to 17 years only,Female,60000,2000,0
Females with own children 6 to 17 years only,Female,59000,2000,0
Females with own children 6 to 17 years only,Female,58000,2000,0
Females with own children 6 to 17 years only,Female,58000,2000,0
Females with own children 6 to 17 years only,Female,57000,2000,0
Females with own children 6 to 17 years only,Female,56000,2000,0
Females with own children 6 to 17 years only,Female,56000,2000,0
Females with own children 6 to 17 years only,Female,53600,2000,0
Females with own children 6 to 17 years only,Female,53000,2000,0
Females with own children 6 to 17 years only,Female,52400,2000,5200
Females with own children 6 to 17 years only,Female,52000,2000,0
Females with own children 6 to 17 years only,Female,50000,2000,0
Females with own children 6 to 17 years only,Female,50000,2000,0
Females with own children 6 to 17 years only,Female,50000,2000,0
Females with own children 6 to 17 years only,Female,50000,2000,0
Females with own children 6 to 17 years only,Female,50000,2000,0
Females with own children 6 to 17 years only,Female,50000,2000,0
Females with own children 6 to 17 years only,Female,50000,2000,0
Females with own children under 6 years and 6 to 17 years,Female,48000,2000,0
Females with own children 6 to 17 years only,Female,46000,2000,0
Females with own children 6 to 17 years only,Female,45600,2000,0
Females with own children 6 to 17 years only,Female,45000,2000,0
Females with own children 6 to 17 years only,Female,45000,2000,0
Females with own children 6 to 17 years only,Female,43800,2000,0
Females with own children 6 to 17 years only,Female,43700,2000,0
Females with own children 6 to 17 years only,Female,43700,2000,0
Females with own children 6 to 17 years only,Female,43000,2000,0
Females with own children 6 to 17 years only,Female,42100,2000,0
Females with own children 6 to 17 years only,Female,41000,2000,0
Females with own children 6 to 17 years only,Female,40600,2000,0
Females with own children 6 to 17 years only,Female,40150,2000,0
Females with own children under 6 years and 6 to 17 years,Female,40000,2000,0
Females with own children 6 to 17 years only,Female,40000,2000,0
Females with own children 6 to 17 years only,Female,39900,2000,0
Females with own children 6 to 17 years only,Female,39800,2000,0
Females with own children 6 to 17 years only,Female,38000,2000,0
Females with own children 6 to 17 years only,Female,38000,2000,0
Females with own children 6 to 17 years only,Female,37500,2000,0
Females with own children 6 to 17 years only,Female,37400,2000,0
Females with own children 6 to 17 years only,Female,37000,2000,0
Females with own children 6 to 17 years only,Female,36000,2000,0
Females with own children 6 to 17 years only,Female,36000,2000,0
Females with own children 6 to 17 years only,Female,36000,2000,0
Females with own children 6 to 17 years only,Female,35000,2000,0
Females with own children 6 to 17 years only,Female,35000,2000,0
Females with own children under 6 years and 6 to 17 years,Female,31000,2000,0
Females with own children 6 to 17 years only,Female,31000,2000,0
Females with own children 6 to 17 years only,Female,30000,2000,0
Females with own children 6 to 17 years only,Female,30000,2000,0
Females with own children 6 to 17 years only,Female,30000,2000,0
Females with own children 6 to 17 years only,Female,30000,2000,0
Females with own children 6 to 17 years only,Female,30000,2000,0
Females with own children 6 to 17 years only,Female,30000,2000,0
Females with own children 6 to 17 years only,Female,29000,2000,0
Females with own children 6 to 17 years only,Female,28600,2000,3600
Females with own children 6 to 17 years only,Female,28500,2000,0
Females with own children 6 to 17 years only,Female,28200,2000,0
Females with own children 6 to 17 years only,Female,28000,2000,0
Females with own children 6 to 17 years only,Female,28000,2000,0
Females with own children 6 to 17 years only,Female,26000,2000,0
Females with own children 6 to 17 years only,Female,25000,2000,0
Females with own children 6 to 17 years only,Female,25000,2000,0
Females with own children under 6 years only,Female,25000,2000,0
Females with own children 6 to 17 years only,Female,25000,2000,0
Females with own children 6 to 17 years only,Female,24010,2000,0
Females with own children 6 to 17 years only,Female,24000,2000,0
Females with own children 6 to 17 years only,Female,23500,2000,0
Females with own children 6 to 17 years only,Female,23000,2000,0
Females with own children under 6 years and 6 to 17 years,Female,22000,2000,0
Females with own children 6 to 17 years only,Female,21600,2000,0
Females with own children 6 to 17 years only,Female,21000,2000,0
Females with own children 6 to 17 years only,Female,20700,2000,0
